0.11	0.1	0.12	172.4	1.3	-1.3	18.3	-18.3	3.50%	-3.50%
0.13	0.12	0.14	154.8	0.8	-0.8	14.5	-14.5	3.50%	-3.50%
0.15	0.14	0.16	138.6	0.7	-0.7	12.9	-12.9	3.50%	-3.50%
0.17	0.16	0.18	122.1	0.6	-0.6	11.3	-11.3	3.50%	-3.50%
0.19	0.18	0.2	107.7	0.5	-0.5	10	-10	3.50%	-3.50%
0.225	0.2	0.25	86.62	0.32	-0.32	5.48	-5.48	3.50%	-3.50%
0.275	0.25	0.3	64.14	0.24	-0.24	4.1	-4.1	3.50%	-3.50%
0.325	0.3	0.35	48.34	0.18	-0.18	3.19	-3.19	3.50%	-3.50%
0.375	0.35	0.4	36.95	0.15	-0.15	2.28	-2.28	3.50%	-3.50%
0.425	0.4	0.45	28.79	0.13	-0.13	1.75	-1.75	3.50%	-3.50%
0.475	0.45	0.5	22.36	0.11	-0.11	1.35	-1.35	3.50%	-3.50%
0.525	0.5	0.55	17.48	0.08	-0.08	0.81	-0.81	3.50%	-3.50%
0.575	0.55	0.6	13.97	0.07	-0.07	0.65	-0.65	3.50%	-3.50%
0.625	0.6	0.65	11.37	0.07	-0.07	0.57	-0.57	3.50%	-3.50%
0.675	0.65	0.7	9.246	0.065	-0.065	0.461	-0.461	3.50%	-3.50%
0.725	0.7	0.75	7.573	0.058	-0.058	0.376	-0.376	3.50%	-3.50%
0.775	0.75	0.8	6.215	0.051	-0.051	0.307	-0.307	3.50%	-3.50%
0.825	0.8	0.85	5.13	0.047	-0.047	0.26	-0.26	3.50%	-3.50%
0.875	0.85	0.9	4.249	0.041	-0.041	0.212	-0.212	3.50%	-3.50%
0.925	0.9	0.95	3.586	0.038	-0.038	0.179	-0.179	3.50%	-3.50%
0.975	0.95	1	2.969	0.034	-0.034	0.144	-0.144	3.50%	-3.50%
1.05	1	1.1	2.271	0.02	-0.02	0.11	-0.11	3.50%	-3.50%
1.15	1.1	1.2	1.626	0.017	-0.017	0.078	-0.078	3.50%	-3.50%
1.25	1.2	1.3	1.172	0.009	-0.009	0.071	-0.071	3.50%	-3.50%
1.35	1.3	1.4	0.8563	0.0076	-0.0076	0.0524	-0.0524	3.50%	-3.50%
1.45	1.4	1.5	0.6182	0.006	-0.006	0.0381	-0.0381	3.50%	-3.50%
1.55	1.5	1.6	0.4579	0.005	-0.005	0.0285	-0.0285	3.50%	-3.50%
1.65	1.6	1.7	0.3443	0.0044	-0.0044	0.0218	-0.0218	3.50%	-3.50%
1.75	1.7	1.8	0.2534	0.0033	-0.0033	0.0163	-0.0163	3.50%	-3.50%
1.85	1.8	1.9	0.1945	0.003	-0.003	0.0128	-0.0128	3.50%	-3.50%
1.95	1.9	2	0.1495	0.0027	-0.0027	0.0101	-0.0101	3.50%	-3.50%
2.05	2	2.1	0.1128	0.0022	-0.0022	0.0078	-0.0078	3.50%	-3.50%
2.15	2.1	2.2	0.08757	0.00196	-0.00196	0.00626	-0.00626	3.50%	-3.50%
2.25	2.2	2.3	0.06825	0.00154	-0.00154	0.00505	-0.00505	3.50%	-3.50%
2.35	2.3	2.4	0.05408	0.00132	-0.00132	0.00415	-0.00415	3.50%	-3.50%
2.45	2.4	2.5	0.04095	0.00132	-0.00132	0.00326	-0.00326	3.50%	-3.50%
2.55	2.5	2.6	0.03345	0.00112	-0.00112	0.00278	-0.00278	3.50%	-3.50%
2.65	2.6	2.7	0.02777	0.00113	-0.00113	0.0024	-0.0024	3.50%	-3.50%
2.75	2.7	2.8	0.02087	0.00072	-0.00072	0.00189	-0.00189	3.50%	-3.50%
2.85	2.8	2.9	0.0167	0.0006	-0.0006	0.00158	-0.00158	3.50%	-3.50%
2.95	2.9	3	0.01457	0.00066	-0.00066	0.00145	-0.00145	3.50%	-3.50%
