0.225	0.2	0.25	3.039	0.101	-0.101	0.3	-0.3	5.00%	-5.00%
0.275	0.25	0.3	2.811	0.071	-0.071	0.186	-0.186	5.00%	-5.00%
0.325	0.3	0.35	2.595	0.057	-0.057	0.168	-0.168	5.00%	-5.00%
0.375	0.35	0.4	2.341	0.047	-0.047	0.147	-0.147	5.00%	-5.00%
0.425	0.4	0.45	2.018	0.075	-0.075	0.123	-0.123	5.00%	-5.00%
0.475	0.45	0.5	1.776	0.031	-0.031	0.156	-0.156	5.00%	-5.00%
0.525	0.5	0.55	1.55	0.057	-0.057	0.09	-0.09	5.00%	-5.00%
0.575	0.55	0.6	1.301	0.041	-0.041	0.087	-0.087	5.00%	-5.00%
0.625	0.6	0.65	1.128	0.037	-0.037	0.071	-0.071	5.00%	-5.00%
0.675	0.65	0.7	0.9364	0.031	-0.031	0.0588	-0.0588	5.00%	-5.00%
0.725	0.7	0.75	0.8147	0.0273	-0.0273	0.0522	-0.0522	5.00%	-5.00%
0.775	0.75	0.8	0.7168	0.0258	-0.0258	0.046	-0.046	5.00%	-5.00%
0.825	0.8	0.85	0.6441	0.0236	-0.0236	0.0419	-0.0419	5.00%	-5.00%
0.875	0.85	0.9	0.5738	0.0225	-0.0225	0.0427	-0.0427	5.00%	-5.00%
0.925	0.9	0.95	0.4742	0.0192	-0.0192	0.0343	-0.0343	5.00%	-5.00%
0.975	0.95	1	0.4275	0.0185	-0.0185	0.0254	-0.0254	5.00%	-5.00%
1.05	1	1.1	0.3489	0.0116	-0.0116	0.0208	-0.0208	5.00%	-5.00%
1.15	1.1	1.2	0.2554	0.0093	-0.0093	0.0152	-0.0152	5.00%	-5.00%
1.25	1.2	1.3	0.1938	0.0042	-0.0042	0.0175	-0.0175	5.00%	-5.00%
1.35	1.3	1.4	0.142	0.0033	-0.0033	0.013	-0.013	5.00%	-5.00%
1.45	1.4	1.5	0.1133	0.0029	-0.0029	0.0106	-0.0106	5.00%	-5.00%
1.55	1.5	1.6	0.08575	0.00236	-0.00236	0.0082	-0.0082	5.00%	-5.00%
1.65	1.6	1.7	0.06437	0.00196	-0.00196	0.00636	-0.00636	5.00%	-5.00%
1.75	1.7	1.8	0.04878	0.00165	-0.00165	0.005	-0.005	5.00%	-5.00%
1.85	1.8	1.9	0.0383	0.00134	-0.00134	0.0041	-0.0041	5.00%	-5.00%
1.95	1.9	2	0.03165	0.00126	-0.00126	0.00354	-0.00354	5.00%	-5.00%
2.05	2	2.1	0.02517	0.0011	-0.0011	0.00296	-0.00296	5.00%	-5.00%
2.15	2.1	2.2	0.01775	0.00079	-0.00079	0.0022	-0.0022	5.00%	-5.00%
2.25	2.2	2.3	0.01612	0.0008	-0.0008	0.00212	-0.00212	5.00%	-5.00%
2.35	2.3	2.4	0.01206	0.00064	-0.00064	0.00168	-0.00168	5.00%	-5.00%
2.45	2.4	2.5	0.00994	0.00058	-0.00058	0.001468	-0.001468	5.00%	-5.00%
2.55	2.5	2.6	0.007475	0.000462	-0.000462	0.001174	-0.001174	5.00%	-5.00%
2.65	2.6	2.7	0.00586	0.000405	-0.000405	0.000978	-0.000978	5.00%	-5.00%
2.75	2.7	2.8	0.004491	0.000341	-0.000341	0.000798	-0.000798	5.00%	-5.00%
2.85	2.8	2.9	0.003973	0.000306	-0.000306	0.000751	-0.000751	5.00%	-5.00%
2.95	2.9	3	0.002925	0.000217	-0.000217	0.000588	-0.000588	5.00%	-5.00%
